Id Usuario,Marca de tiempo inicial,Marca de tiempo final,Tiempo de computo 1,Tiempo de computo 2,Tiempo de computo 3,Tx 1 (dBm),Tx 2 (dBm),Tx 3 (dBm),Lugar
1,2021-02-08T18:44:29.944253,2021-02-08T18:44:31.358143,0,110,0,0,-65.0,0,
1,2021-02-08T18:44:30.431626,2021-02-08T18:44:31.943180,0,110,0,0,-67.0,0,
1,2021-02-08T18:44:30.919399,2021-02-08T18:44:31.943180,0,110,0,0,-68.0,0,
1,2021-02-08T18:44:31.358143,2021-02-08T18:44:32.527879,0,110,0,0,-66.0,0,
1,2021-02-08T18:44:31.943180,2021-02-08T18:44:32.967133,0,110,0,0,-67.0,0,
1,2021-02-08T18:44:32.527879,2021-02-08T18:44:34.088655,0,110,0,0,-65.0,0,
1,2021-02-08T18:44:32.967133,2021-02-08T18:44:34.088655,0,110,0,0,-67.0,0,
1,2021-02-08T18:44:33.503478,2021-02-08T18:44:34.526905,0,110,0,0,-66.0,0,
1,2021-02-08T18:44:34.088655,2021-02-08T18:44:35.647903,0,110,0,0,-66.0,0,
1,2021-02-08T18:44:34.526905,2021-02-08T18:44:35.647903,0,110,0,0,-67.0,0,
1,2021-02-08T18:44:35.014587,2021-02-08T18:44:36.379436,0,110,0,0,-65.0,0,
1,2021-02-08T18:44:35.647903,2021-02-08T18:44:36.867184,0,110,0,0,-66.0,0,
1,2021-02-08T18:44:36.379436,2021-02-08T18:44:37.598200,0,110,0,0,-67.0,0,
1,2021-02-08T18:44:36.867184,2021-02-08T18:44:38.085877,0,110,0,0,-66.0,0,
1,2021-02-08T18:44:37.598200,2021-02-08T18:44:39.011958,0,110,0,0,-65.0,0,
1,2021-02-08T18:44:38.085877,2021-02-08T18:44:39.694688,0,110,0,0,-64.0,0,
1,2021-02-08T18:44:38.573183,2021-02-08T18:44:39.694688,0,110,0,0,-67.0,0,
1,2021-02-08T18:44:39.011958,2021-02-08T18:44:40.279231,0,110,0,0,-66.0,0,
