Id Usuario,Marca de tiempo inicial,Marca de tiempo final,Tiempo de computo 1,Tiempo de computo 2,Tiempo de computo 3,Tx 1 (dBm),Tx 2 (dBm),Tx 3 (dBm),Lugar
1,2021-02-08T16:18:57.922307,2021-02-08T16:19:03.536579,0,110,110,0,-61.0,-72.0,
1,2021-02-08T16:19:04.511043,2021-02-08T16:19:05.725949,110,0,110,-76.0,0,-72.0,
1,2021-02-08T16:19:05.339678,2021-02-08T16:19:06.607950,110,0,110,-76.0,0,-72.0,
1,2021-02-08T16:19:06.607950,2021-02-08T16:19:08.066080,110,0,110,-77.0,0,-69.0,
1,2021-02-08T16:19:07.285793,2021-02-08T16:19:08.748608,110,0,0,-73.0,0,0,
1,2021-02-08T16:19:08.066080,2021-02-08T16:19:09.479613,110,0,0,-75.0,0,0,
1,2021-02-08T16:19:08.748608,2021-02-08T16:19:09.874207,110,0,110,-76.0,0,-67.0,
1,2021-02-08T16:19:09.479613,2021-02-08T16:19:10.796087,110,0,0,-75.0,0,0,
1,2021-02-08T16:19:10.064820,2021-02-08T16:19:11.478603,110,0,110,-78.0,0,-72.0,
1,2021-02-08T16:19:10.796087,2021-02-08T16:19:12.209922,110,0,110,-71.0,0,-72.0,
1,2021-02-08T16:19:11.478603,2021-02-08T16:19:12.746127,110,0,110,-72.0,0,-70.0,
1,2021-02-08T16:19:12.209922,2021-02-08T16:19:13.526122,110,0,0,-71.0,0,0,
1,2021-02-08T16:19:12.746127,2021-02-08T16:19:14.306191,110,0,0,-74.0,0,0,
1,2021-02-08T16:19:13.526122,2021-02-08T16:19:14.988453,110,0,0,-72.0,0,0,
1,2021-02-08T16:19:14.306191,2021-02-08T16:19:15.719877,110,0,0,-72.0,0,0,
1,2021-02-08T16:19:14.988453,2021-02-08T16:19:16.304725,110,0,110,-72.0,0,-70.0,
1,2021-02-08T16:19:15.719877,2021-02-08T16:19:16.988031,110,0,110,-75.0,0,-71.0,
1,2021-02-08T16:19:16.304725,2021-02-08T16:19:17.523692,110,0,0,-72.0,0,0,
1,2021-02-08T16:19:16.988031,2021-02-08T16:19:17.959090,110,110,110,-75.0,-59.0,-70.0,
1,2021-02-08T16:19:17.523692,2021-02-08T16:19:18.596116,110,0,110,-74.0,0,-73.0,
1,2021-02-08T16:19:18.108485,2021-02-08T16:19:19.717772,110,0,0,-74.0,0,0,
1,2021-02-08T16:19:18.596116,2021-02-08T16:19:19.717772,110,0,0,-73.0,0,0,
1,2021-02-08T16:19:19.083684,2021-02-08T16:19:20.204986,110,0,0,-74.0,0,0,
1,2021-02-08T16:19:19.717772,2021-02-08T16:19:20.790340,110,0,110,-73.0,0,-72.0,
1,2021-02-08T16:19:20.204986,2021-02-08T16:19:21.325990,110,0,110,-73.0,0,-74.0,
1,2021-02-08T16:19:20.790340,2021-02-08T16:19:21.959980,110,0,110,-72.0,0,-66.0,
1,2021-02-08T16:19:21.325990,2021-02-08T16:19:22.496754,110,0,110,-72.0,0,-70.0,
1,2021-02-08T16:19:21.959980,2021-02-08T16:19:22.983736,110,0,0,-73.0,0,0,
1,2021-02-08T16:19:22.496754,2021-02-08T16:19:23.666046,110,0,110,-73.0,0,-70.0,
1,2021-02-08T16:19:22.983736,2021-02-08T16:19:24.153841,110,0,110,-75.0,0,-69.0,
1,2021-02-08T16:19:23.666046,2021-02-08T16:19:24.787306,110,0,110,-72.0,0,-70.0,
1,2021-02-08T16:19:24.153841,2021-02-08T16:19:25.229790,110,110,110,-71.0,-59.0,-70.0,
